Unnamed: 0,Subject,Date Posted,Posted By (OP),Text (OP) ,Reply 1,Reply 2,Reply 3,Reply 3 Date,Conversation Duration,Total Number of Replies,MajoritySentiment,PolarityScores,PersonalScores,CompoundSentimentScore,OPSentiment,Reply1Sentiment,Reply2Sentiment,Reply3Sentiment,OPPersonal,Reply1Personal,Reply2Personal,Reply3Personal,QuestionLength
80,Omnipod,08-05-2018,,"Talk me into it or out of it.
Been a type 1 for 22 years now and never had a pump. Omnipod is really the only one I am interested in, because of the simplicity of it with no tubes, and a added bonus of it being the cheapest one I have found. I currently use a freestyle Libre and working on really getting everything under control and figured with a pump it would be even better once it was figured out and dialed in.
6.7 a1c 8/2",Having a pump and a CGM has helped me. I am type 1 and have been on an insulin pump since 1983 and a CGM for just over a year. Have you asked for the demo pod yet? It is just a nonworking pod that you can put on for a couple of days to see if it may be right for you. The lines don't bother me a bit. Do you have insurance that will help pay for It? Check with them before deciding what you want as some insurances will pay for one and not the other. Good luck and let us know what you decide to do.,Having a pump and a CGM has helped me. I am type 1 and have been on an insulin pump since 1983 and a CGM for just over a year. Have you asked for the demo pod yet? It is just a nonworking pod that you can put on for a couple of days to see if it may be right for you. The lines don't bother me a bit. Do you have insurance that will help pay for It? Check with them before deciding what you want as some insurances will pay for one brand and not the other. Good luck and let us know what you decide to do.,"
how do you judge how much insulin you will use?
right now i take 50units toujeo
and prob average 20units humalog a day",08-08-2018,3,13,Positive,"{'neg': 0.039, 'neu': 0.869, 'pos': 0.092, 'compound': 0.9533}",0.005798969072164949,0.9533,0.8225,0.6358,0.6358,0.0,0.009324009324009324,0.004008016032064128,0.0039603960396039604,0.008403361344537815,1552
81,My newTandem pump and Dexcom G5 CGM,08/15/2018,,"I recieved my new T-Slim pump last week to pair with my Dexcom G5. Wow, this is an improvement for me!! This is the first time in years that I don't have 2 pockets full of medical devices, it seems. I actually have less in one as the pump/CGM combo is much smaller than my Medtronic 723. It is almost self explanatory with it's touch screen. When i don't have a pocket, such as at night, I just pin a baby sock to my gown and slip it in the sock at the neckline. No need for another expensive case to buy. My blood sugars have improved since getting it. I didn't think that was possible since I already had the CGM. It seems to be working better together. The color touch screen is a nice improvement with CGM graph running across it. It also will allow me to check the bolus calculations, if it seem too high or low. You see the IOB, blood sugar, basal rate,volume left in the cartridge, pattern that your bs is headed, and much more at a glance of the home screen. The only problem I ran up against was the on/off button on top of the unit is difficult to push with the case they supplied. The nurse-educator that will be coming out on Thursday afternoon said she would see what else is offered. My husband who could set up and place my pump and cgm before I changed to this seems a little hesitant to touch it, but he will know how in time. I left the metal cannula in almost 5 days prior to changing it out. 300 cc's of insulin lasted that long for me and I decided to change it out at the same time. I was not at all tender at the site with that amount of time and will push it a little further with this set up. I couldn't be any happier with this right now and will post if that changes.",Well that’s good news for you!,I did a trial run at the friends for life conference last month. The button on top is hard to push in they told me it was the case and it would break in. It did seam easier toward the end of the trial. Glad to hear you like it. Do you mean the g6?,"No, I got the G5 as my Dexcom was over a year old and I am on Medicare. Yes, in ways we are treated like second class citizens. My insurance with a supplement costs me almost $600 a month.
",08/16/2018,1,18,Positive,"{'neg': 0.03, 'neu': 0.87, 'pos': 0.1, 'compound': 0.9843}",0.013425925925925926,0.9843,0.4527,0.6476,0.8957,0.4588,0.012987012987012988,0.0,0.004048582995951417,0.031746031746031744,2160
82,Omnipod demo kit 2018,08/29/2018,,"Hi all ,
just ordered the omnipod demo kit .Could any one tell me if after the 3 days the pod demo needs to be sent back and if so is shipping free .","Hi, Lollypopto. I ordered a demo kit 2 months ago. It contained a nonworking pod. There was nothing to send back. It is really a good time to try it. If you live in the USA, it's really hot now and I found that it was not a good fit for me, as I sweated it off, lol. Lots of people love them, but I ended up going with Tandem. Good luck and I wish you the best. Will this be your first pump? If not, what are you replacing. I have been on several Medtronics and a few Animus, but never an Omni Pod or Tandem.","You stick the pod on your body, wear it for a couple of days to see if you have issues with the device or the adhesive. Then like any pod (working or not working) you peel it off and throw it away.

So if you’re done with it, just throw it away.","You HAVE wipe the area with an alcohol pad and let it dry before applying the pod (I also shave the area) when I do that Ive never had a pod get loose. sweating, swimming, riding a bicycle...",08/31/2018,2,8,Positive,"{'neg': 0.019, 'neu': 0.846, 'pos': 0.134, 'compound': 0.9797}",0.007319304666056725,0.9797,0.552,0.9759,0.3612,-0.3182,0.0,0.011811023622047244,0.0,0.010471204188481676,1093
83,Another Question Regarding Tandem T-Slim Pump,07/25/2018,,"I should get my new pump by Friday, or Monday at the latest. In a situation like I had tonight with my Medtronrc 723 pump.... I changed my set out this morning and filled with 300 cc of insulin. I have been fighting with hyperglycemia ever since. I tried exercising to get the blood flowing better, drinking liquids, extra bonuses to the point of stacking. Nothing seemed to help. My site felt a little tender, so I decided to start a new set-up. I took a new infusion set, and only added back the insulin I used and changed everything out. I can often use that much insulin in 3 days, but sometimes I get an extra full day with it. With the Tandem pump, would the 260 units of insulin be wasted that was left from the set-up this morning? Can I use that reseviour for the second set up in less than 12 hours, or is there a way to get that insulin out of that reseviour? I can not afford to waste insulin. Right now I am in the Medicare gap and having to pay for all my meds. That already takes more than I bring in each month. I am going with the metal infusion set with the new pump. My cannula was bent tonight when I got it out to examine.","You don't have to change the reservoir when you change the infusion set. Use the reservoir until it is empty. I change infusion sets and reservoirs independently. I refill reservoirs 4 or 5 times before throwing it out, so they last about a month. I also reuse steel cannula infusion sets.","I swap sites every 2-3 days, but only swap cartridges when they're empty (typically 8-9 days).

So a cartridge will last 3-4 sets. Got in this habit with my Spirit pump with no issues, and continue with the Tandem.","Thanks for the replies. I find that the Medtronic cartridge leaks pretty good if used for more than 3 days. I tried talking to the company about going around smelling like insulin all the time, and came to the conclusion that they had no answers. And when there is no answers......There is no money. Welcome to my world of Tandem pretty soon!!",07/29/2018,4,12,Positive,"{'neg': 0.066, 'neu': 0.851, 'pos': 0.083, 'compound': 0.8693}",0.015082956259426848,0.8693,-0.1633,-0.2023,-0.4497,0.9133,0.019247594050743656,0.010380622837370242,0.009345794392523364,0.008746355685131196,1989
84,replacement pump,08/26/2018,,"I got a replacement for my Animas Vibe pump today. After 3 years of use I was having difficulty reading the screen. I thought my sight was deteriorating. But at the diabetes clinic I was told that the pump was not working properly and should be replaced. The new Vibe arrived at my home in a remote New Zealand town the next day. Works much better and should last me at least another 3 years. This is the first time I have asked for assistance with the pump, and I am very impressed.",That's great! We're you having problems with your b's with the other pump?,"Not really. But I was not able to bolus when outside because I could not see the screen well enough. So I expect some improvement when active outside. I couldn't tell the time either, which was even more frustrating! The company with the New Zealand Animas agency also handles Medtronic, and it is good to see they are still looking after Animas customers.",,08/28/2018,2,4,Positive,"{'neg': 0.053, 'neu': 0.807, 'pos': 0.14, 'compound': 0.9546}",0.017467248908296942,0.9546,0.8289,0.4003,0.8872,0.0,0.022774327122153208,0.013513513513513514,0.011235955056179775,0.0,916
85,Medtronic 670 Too Expensive!,06-11-2018,,"Has anyone else using a Medtronic 670 pump run into them being crazy expensive to use? We knew they were costly but seems like they are to expensive to even own?
Thinking of sending mine back and switching back to the needles, alot cheaper to use.
Not to mention the constant beeping and loss of sleep from the thing always needing calibration!
Just looking for a few different ideas.","If you are on a Medicare Group Advantage plan, It will cover the pump but not cover a Continuous Glucose Monitor System.","I am on regular Medicare and a supplement and all pumps are now covered, I have been pumping for a very long time and have not ever had any out of pocket costs. My health improved when I started pumping around 34 years ago. I have a CGM now and my a1c is improving with that, also. When you get comfortable with wearing a pump & CGM you will start to fine tune it, and some of those alarms will go away. There is absolutely nothing wrong with MDI, either. It`s all in what you are most comfortable with. Good luck in whatever you decide to do. Please post back as I am interested in what you decide to do.","I don't know that Medtronic systems are any more expensive than other brands.

For example, the only two true CGM systems, Dexcom and Medtronic, are pretty much the same as far as costs. Some save with Dex by reusing their sensors longer, but that is ""off-label"". And, even at that, the transmitters for Medtronic are rechargeable, and may prove cheaper than Dexcom's over their life cycle. So, all in all, they're pretty even.

As far as pumps, they all have significant up front costs. I don't know if any current brand (Medtronic, Tandam, Insulet) are significantly cheaper than the others. The same goes for the supplies, such as infusion sets, reservoirs, or Pods.

Again, are you commenting on Medtronic in particular, or on the costs associated with Pumping and CGM's in general?",06/14/2018,3,19,Positive,"{'neg': 0.023, 'neu': 0.81, 'pos': 0.167, 'compound': 0.9956}",0.005804749340369393,0.9956,-0.3076,0.128,0.9756,0.891,0.0026041666666666665,0.0,0.013223140495867768,0.002544529262086514,1895
86,Opinions please,07/20/2018,stew7428,"d a new insulin pump thru tandem about a week ago. What is their process to send it after insurances are verified? Does all this go pretty quickly? My supply company has called to verify next month's order and I really don't want to run out, but don't want to delay getting supplies for the new one either. I hope I made the right decision when going with tandem. It was between them and omni-pod. My hubby was 100% for tandem and I was torn between the two. I know that I am the one wearing i, but after 44 years of marriage, you talk things thru. I have scheloderma and have decided that it is time for the metal canulas instead of the plastic. I have not been using an insertor or metal cannula with my Medtronic, but I am having more frequent bent infusion sets. I would love no tubing, but need the metal at this time in my life. Maybe in another 5 years, that will be an option. Thanks for reading my long post and would appreciate your opinions, please.",Currently use mdi. Tried the tslim for two days at the friends for life conference last week. Very likely going to get one at end of the year. Very impressed! The steel set is the one I tried was very comfortable. I agree they won't bend and should give a full length of time! Too bad omni pod only has one type of canula. They also are great to use and work with.,"Thanks furball and Red fan. I am excited and can't wait for it to come in. Anyone wanting an insulin pump these days will have to have a C-Peptide and fasting glucose under 200 on the same day to satisfy most insurances, including Medicare. I have an old one but had lots of trouble running it down. I had 2 docs that have retired by now. Luckily, records were forwarded on to my PCP. I thought the endo would have it, but didn't. I thought I would mention that, hopefully it will help someone along the way. Anyone remember their results? Mine was 0.1, nomal 1.1-4.4.",Wish I could help but I do MDI I hope someone else that post a reply.,07/23/2018,3,20,Positive,"{'neg': 0.04, 'neu': 0.779, 'pos': 0.181, 'compound': 0.9963}",0.01580826109127996,0.9963,0.9618,0.9331,0.9231,0.7615,0.01875,0.005494505494505495,0.014084507042253521,0.043478260869565216,1961
87,Pump failures,07-05-2018,Sarirb1,To my freinds on pumps. Today I woke up with my CGM showing a normal glucose. Changed my infusion site went for a two mile walk. Blood glucose quickly rose to 250 despite my usual breakfast. This will happen about every 3 months and usually indicates that the pumps catheter is bent. It can then take most of the day ho get my sugar down. Does this happen to ogher pump users? Is there any way to prevent it? Would Fiasp or an insulin other than my Humalog help?,"I was having issues with any type of cannulas. Decided 5 years ago to switch to steel needle infusion sets and no issues except the usual site gets sore but less Highs
",If your cannula is bent then it indicates you have the wrong length/size or you need to try a different type or angled cannula. No change of insulin will help with a bent cannula.,"I don't think the OP is talking about tubing, but the part that is inside you. I'm assuming an Omnipod would have the same thing, no?",07-08-2018,3,13,Negative,"{'neg': 0.077, 'neu': 0.898, 'pos': 0.025, 'compound': -0.8577}",0.012738853503184714,-0.8577,0.5171,-0.3291,-0.3818,-0.4215,0.015151515151515152,0.011904761904761904,0.0,0.022556390977443608,942
88,Hot tub!,02/24/2020,Red fan,So I use the tslim with true steel infusion sets and will be using a hot tub for about three days wondering if the insulin in the tube will effect my bg? Any experience would be helpful!,You're going to make that insulin 20+ degrees hotter than it's designed to be. Expect odd results afterwards.,Agree with Bountyman. I don't remove my pump for pools or other calm bodies of water. Always for a hot tub because I've assumed it can't be good for the insulin (or the pump).,"Pump would be off, the tru steel infusion set has an anchor and separate steel canula with about four inches of tubing connecting them. That's what I'm concerned about.",02/28/2020,4,20,Neutral,"{'neg': 0.04, 'neu': 0.914, 'pos': 0.046, 'compound': 0.1744}",0.0109717868338558,0.1744,0.7088,-0.3182,0.3387,0.0,0.016129032258064516,0.0,0.017142857142857144,0.005952380952380952,638
89,Reviews on Medtronic MiniMed 670G system,02-05-2020,jeff1318,I have been on the Omnipod system for 10 years. I recently moved to Idaho and the state Medicaid does not have a provider that deals with the Omnipods. I am going to have to switch to a traditional pump. I am leaning toward the Medtronic MiniMed 670G system. I was hoping that I could get some pros and cons from those that have used it. Thank you. The information will be greatly appreciated.,"I have used Medtronic pumps (currently on 670 G) for eight years and never had an issue with the pumps and always got good service from Medtronic. When I accidentally went into the pool with oneof the old pumps, I had a replacement the next day.","Jeff, I'm new to a pump and started Medtronic 670G with Guardian CGM a little over a year ago. Before that, I had MDIs for almost 20 years. I used Dexcom G5 CGM for about 2 years prior. I'm probably not the best person to ask, because, I've never used the pump without a CGM and I suspect that my issue is with how the CGM works and not the pump.","I just saw on the news that the Medtronic 600 series, including 670G, has a warning for potential problem. It says to check and make sure the little ridges that hold the reservoir in place isn’t broken. I THINK mine is intact.....lol. They announced this same problem with older models months ago. Apparently one death. I can’t post link right now.",02-08-2020,3,17,Negative,"{'neg': 0.083, 'neu': 0.867, 'pos': 0.05, 'compound': -0.8474}",0.01876876876876877,-0.8474,0.8357,0.128,-0.357,-0.91,0.017811704834605598,0.02040816326530612,0.02601156069364162,0.011494252873563218,1332
90,"Time to upgrade. Decisions, decisions....",12/19/2019,PeterPumper,"It's time (actually well past time) for me to choose my next pump, and I'm actually feeling a bit overwhelmed by the multiple factors going into the decision. I do know, though, that no matter what I'm getting a new pump in the next few months.",Peter all I can say is our have the right knowledge.,"I'm on the 670G in auto mode 95%+ of the time and it is quirky, but tolerable for me personally. My A1C's are the lowest they've been in many years, I wake up pretty much every morning at target, and the guardian CGM sensor issues seem to go in waves but Medtronic has replaced every one of the them I've brought to their attention as being ""mis-behaved"". I haven't had too much trouble with them though.","I'm told that the 670G uses different frequencies, and signal loss is much less common. If this is the case, I intend to alternate sensor and set sides, allowing for hopefully much better site rotation patterns.",12/22/2019,3,8,Positive,"{'neg': 0.065, 'neu': 0.84, 'pos': 0.095, 'compound': 0.4854}",0.014270032930845226,0.4854,0.1779,0.0,-0.3919,0.5106,0.01639344262295082,0.019230769230769232,0.01485148514851485,0.009478672985781991,911
